[Tick #0] Attacker: [DIR: 3; POS: 54,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #891] Attacker: [DIR: 0; POS: 96,17]; Defender #0: [DIR: 0; POS: 12,56]; Defender #1: [DIR: 0; POS: 96,28]; Defender #2: [DIR: 3; POS: 16,44]; Defender #3: [DIR: 1; POS: 72,44]; 
[Tick #892] Attacker: [DIR: 3; POS: 96,16]; Defender #0: [DIR: 0; POS: 12,55]; Defender #1: [DIR: 0; POS: 96,27]; Defender #2: [DIR: 3; POS: 15,44]; Defender #3: [DIR: 1; POS: 73,44]; 
[Tick #893] Attacker: [DIR: 3; POS: 95,16]; Defender #0: [DIR: 0; POS: 12,54]; Defender #1: [DIR: 0; POS: 96,26]; Defender #2: [DIR: 3; POS: 14,44]; Defender #3: [DIR: 1; POS: 74,44]; 
[Tick #894] Attacker: [DIR: 3; POS: 94,16]; Defender #0: [DIR: 0; POS: 12,53]; Defender #1: [DIR: 0; POS: 96,25]; Defender #2: [DIR: 3; POS: 13,44]; Defender #3: [DIR: 1; POS: 75,44]; 
[Tick #895] Attacker: [DIR: 3; POS: 93,16]; Defender #0: [DIR: 0; POS: 12,52]; Defender #1: [DIR: 0; POS: 96,24]; Defender #2: [DIR: 0; POS: 12,44]; Defender #3: [DIR: 1; POS: 76,44]; 
[Tick #896] Attacker: [DIR: 3; POS: 92,16]; Defender #0: [DIR: 0; POS: 12,51]; Defender #1: [DIR: 0; POS: 96,23]; Defender #2: [DIR: 0; POS: 12,43]; Defender #3: [DIR: 1; POS: 77,44]; 
[Tick #897] Attacker: [DIR: 3; POS: 91,16]; Defender #0: [DIR: 0; POS: 12,50]; Defender #1: [DIR: 0; POS: 96,22]; Defender #2: [DIR: 0; POS: 12,42]; Defender #3: [DIR: 1; POS: 78,44]; 
[Tick #898] Attacker: [DIR: 3; POS: 90,16]; Defender #0: [DIR: 0; POS: 12,49]; Defender #1: [DIR: 0; POS: 96,21]; Defender #2: [DIR: 0; POS: 12,41]; Defender #3: [DIR: 1; POS: 79,44]; 
[Tick #899] Attacker: [DIR: 3; POS: 89,16]; Defender #0: [DIR: 0; POS: 12,48]; Defender #1: [DIR: 0; POS: 96,20]; Defender #2: [DIR: 0; POS: 12,40]; Defender #3: [DIR: 1; POS: 80,44]; 
[Tick #900] Attacker: [DIR: 3; POS: 88,16]; Defender #0: [DIR: 0; POS: 12,47]; Defender #1: [DIR: 0; POS: 96,19]; Defender #2: [DIR: 0; POS: 12,39]; Defender #3: [DIR: 1; POS: 81,44]; 
[Tick #901] Attacker: [DIR: 3; POS: 87,16]; Defender #0: [DIR: 0; POS: 12,46]; Defender #1: [DIR: 0; POS: 96,18]; Defender #2: [DIR: 0; POS: 12,38]; Defender #3: [DIR: 1; POS: 82,44]; 
[Tick #902] Attacker: [DIR: 3; POS: 86,16]; Defender #0: [DIR: 0; POS: 12,45]; Defender #1: [DIR: 0; POS: 96,17]; Defender #2: [DIR: 0; POS: 12,37]; Defender #3: [DIR: 1; POS: 83,44]; 
[Tick #903] Attacker: [DIR: 3; POS: 85,16]; Defender #0: [DIR: 0; POS: 12,44]; Defender #1: [DIR: 3; POS: 96,16]; Defender #2: [DIR: 0; POS: 12,36]; Defender #3: [DIR: 1; POS: 84,44]; 
[Tick #904] Attacker: [DIR: 0; POS: 84,16]; Defender #0: [DIR: 0; POS: 12,43]; Defender #1: [DIR: 3; POS: 95,16]; Defender #2: [DIR: 0; POS: 12,35]; Defender #3: [DIR: 1; POS: 85,44]; 
[Tick #905] Attacker: [DIR: 0; POS: 84,15]; Defender #0: [DIR: 0; POS: 12,42]; Defender #1: [DIR: 3; POS: 94,16]; Defender #2: [DIR: 0; POS: 12,34]; Defender #3: [DIR: 1; POS: 86,44]; 
[Tick #906] Attacker: [DIR: 0; POS: 84,14]; Defender #0: [DIR: 0; POS: 12,41]; Defender #1: [DIR: 3; POS: 93,16]; Defender #2: [DIR: 0; POS: 12,33]; Defender #3: [DIR: 1; POS: 87,44]; 
[Tick #907] Attacker: [DIR: 0; POS: 84,13]; Defender #0: [DIR: 0; POS: 12,40]; Defender #1: [DIR: 3; POS: 92,16]; Defender #2: [DIR: 3; POS: 12,32]; Defender #3: [DIR: 1; POS: 88,44]; 
[Tick #908] Attacker: [DIR: 0; POS: 84,12]; Defender #0: [DIR: 0; POS: 12,39]; Defender #1: [DIR: 3; POS: 91,16]; Defender #2: [DIR: 3; POS: 11,32]; Defender #3: [DIR: 1; POS: 89,44]; 
[Tick #909] Attacker: [DIR: 0; POS: 84,11]; Defender #0: [DIR: 0; POS: 12,38]; Defender #1: [DIR: 3; POS: 90,16]; Defender #2: [DIR: 3; POS: 10,32]; Defender #3: [DIR: 1; POS: 90,44]; 
[Tick #910] Attacker: [DIR: 0; POS: 84,10]; Defender #0: [DIR: 0; POS: 12,37]; Defender #1: [DIR: 3; POS: 89,16]; Defender #2: [DIR: 3; POS: 9,32]; Defender #3: [DIR: 1; POS: 91,44]; 
[Tick #911] Attacker: [DIR: 0; POS: 84,9]; Defender #0: [DIR: 0; POS: 12,36]; Defender #1: [DIR: 3; POS: 88,16]; Defender #2: [DIR: 3; POS: 8,32]; Defender #3: [DIR: 1; POS: 92,44]; 
[Tick #912] Attacker: [DIR: 0; POS: 84,8]; Defender #0: [DIR: 0; POS: 12,35]; Defender #1: [DIR: 3; POS: 87,16]; Defender #2: [DIR: 3; POS: 7,32]; Defender #3: [DIR: 1; POS: 93,44]; 
[Tick #913] Attacker: [DIR: 0; POS: 84,7]; Defender #0: [DIR: 0; POS: 12,34]; Defender #1: [DIR: 3; POS: 86,16]; Defender #2: [DIR: 3; POS: 6,32]; Defender #3: [DIR: 1; POS: 94,44]; 
[Tick #914] Attacker: [DIR: 0; POS: 84,6]; Defender #0: [DIR: 0; POS: 12,33]; Defender #1: [DIR: 3; POS: 85,16]; Defender #2: [DIR: 3; POS: 5,32]; Defender #3: [DIR: 1; POS: 95,44]; 
[Tick #915] Attacker: [DIR: 0; POS: 84,5]; Defender #0: [DIR: 3; POS: 12,32]; Defender #1: [DIR: 0; POS: 84,16]; Defender #2: [DIR: 3; POS: 4,32]; Defender #3: [DIR: 0; POS: 96,44]; 
[Tick #916] Attacker: [DIR: 1; POS: 84,4]; Defender #0: [DIR: 3; POS: 11,32]; Defender #1: [DIR: 0; POS: 84,15]; Defender #2: [DIR: 3; POS: 3,32]; Defender #3: [DIR: 0; POS: 96,43]; 
[Tick #917] Attacker: [DIR: 1; POS: 85,4]; Defender #0: [DIR: 3; POS: 10,32]; Defender #1: [DIR: 0; POS: 84,14]; Defender #2: [DIR: 3; POS: 2,32]; Defender #3: [DIR: 0; POS: 96,42]; 
[Tick #918] Attacker: [DIR: 1; POS: 86,4]; Defender #0: [DIR: 3; POS: 9,32]; Defender #1: [DIR: 0; POS: 84,13]; Defender #2: [DIR: 3; POS: 1,32]; Defender #3: [DIR: 0; POS: 96,41]; 
[Tick #919] Attacker: [DIR: 1; POS: 87,4]; Defender #0: [DIR: 3; POS: 8,32]; Defender #1: [DIR: 0; POS: 84,12]; Defender #2: [DIR: 3; POS: 0,32]; Defender #3: [DIR: 0; POS: 96,40]; 
[Tick #920] Attacker: [DIR: 1; POS: 88,4]; Defender #0: [DIR: 3; POS: 7,32]; Defender #1: [DIR: 0; POS: 84,11]; Defender #2: [DIR: 3; POS: 108,32]; Defender #3: [DIR: 0; POS: 96,39]; 
[Tick #921] Attacker: [DIR: 1; POS: 89,4]; Defender #0: [DIR: 3; POS: 6,32]; Defender #1: [DIR: 0; POS: 84,10]; Defender #2: [DIR: 3; POS: 107,32]; Defender #3: [DIR: 0; POS: 96,38]; 
[Tick #922] Attacker: [DIR: 1; POS: 90,4]; Defender #0: [DIR: 3; POS: 5,32]; Defender #1: [DIR: 0; POS: 84,9]; Defender #2: [DIR: 3; POS: 106,32]; Defender #3: [DIR: 0; POS: 96,37]; 
[Tick #923] Attacker: [DIR: 1; POS: 91,4]; Defender #0: [DIR: 3; POS: 4,32]; Defender #1: [DIR: 0; POS: 84,8]; Defender #2: [DIR: 3; POS: 105,32]; Defender #3: [DIR: 0; POS: 96,36]; 
[Tick #924] Attacker: [DIR: 1; POS: 92,4]; Defender #0: [DIR: 3; POS: 3,32]; Defender #1: [DIR: 0; POS: 84,7]; Defender #2: [DIR: 3; POS: 104,32]; Defender #3: [DIR: 0; POS: 96,35]; 
[Tick #925] Attacker: [DIR: 1; POS: 93,4]; Defender #0: [DIR: 3; POS: 2,32]; Defender #1: [DIR: 0; POS: 84,6]; Defender #2: [DIR: 3; POS: 103,32]; Defender #3: [DIR: 0; POS: 96,34]; 
[Tick #926] Attacker: [DIR: 1; POS: 94,4]; Defender #0: [DIR: 3; POS: 1,32]; Defender #1: [DIR: 0; POS: 84,5]; Defender #2: [DIR: 3; POS: 102,32]; Defender #3: [DIR: 0; POS: 96,33]; 
[Tick #927] Attacker: [DIR: 1; POS: 95,4]; Defender #0: [DIR: 3; POS: 0,32]; Defender #1: [DIR: 1; POS: 84,4]; Defender #2: [DIR: 3; POS: 101,32]; Defender #3: [DIR: 0; POS: 96,32]; 
[Tick #928] Attacker: [DIR: 1; POS: 96,4]; Defender #0: [DIR: 3; POS: 108,32]; Defender #1: [DIR: 1; POS: 85,4]; Defender #2: [DIR: 3; POS: 100,32]; Defender #3: [DIR: 0; POS: 96,31]; 
[Tick #929] Attacker: [DIR: 1; POS: 97,4]; Defender #0: [DIR: 3; POS: 107,32]; Defender #1: [DIR: 1; POS: 86,4]; Defender #2: [DIR: 3; POS: 99,32]; Defender #3: [DIR: 0; POS: 96,30]; 
[Tick #930] Attacker: [DIR: 1; POS: 98,4]; Defender #0: [DIR: 3; POS: 106,32]; Defender #1: [DIR: 1; POS: 87,4]; Defender #2: [DIR: 3; POS: 98,32]; Defender #3: [DIR: 0; POS: 96,29]; 
[Tick #931] Attacker: [DIR: 1; POS: 99,4]; Defender #0: [DIR: 3; POS: 105,32]; Defender #1: [DIR: 1; POS: 88,4]; Defender #2: [DIR: 3; POS: 97,32]; Defender #3: [DIR: 0; POS: 96,28]; 
[Tick #932] Attacker: [DIR: 1; POS: 100,4]; Defender #0: [DIR: 3; POS: 104,32]; Defender #1: [DIR: 1; POS: 89,4]; Defender #2: [DIR: 2; POS: 96,32]; Defender #3: [DIR: 0; POS: 96,27]; 
[Tick #933] Attacker: [DIR: 1; POS: 101,4]; Defender #0: [DIR: 3; POS: 103,32]; Defender #1: [DIR: 1; POS: 90,4]; Defender #2: [DIR: 2; POS: 96,33]; Defender #3: [DIR: 0; POS: 96,26]; 
[Tick #934] Attacker: [DIR: 1; POS: 102,4]; Defender #0: [DIR: 3; POS: 102,32]; Defender #1: [DIR: 1; POS: 91,4]; Defender #2: [DIR: 2; POS: 96,34]; Defender #3: [DIR: 0; POS: 96,25]; 
[Tick #935] Attacker: [DIR: 1; POS: 103,4]; Defender #0: [DIR: 3; POS: 101,32]; Defender #1: [DIR: 1; POS: 92,4]; Defender #2: [DIR: 2; POS: 96,35]; Defender #3: [DIR: 0; POS: 96,24]; 
[Tick #936] Attacker: [DIR: 3; POS: 104,4]; Defender #0: [DIR: 3; POS: 100,32]; Defender #1: [DIR: 1; POS: 93,4]; Defender #2: [DIR: 2; POS: 96,36]; Defender #3: [DIR: 0; POS: 96,23]; 
[Tick #937] Attacker: [DIR: 1; POS: 103,4]; Defender #0: [DIR: 3; POS: 99,32]; Defender #1: [DIR: 1; POS: 94,4]; Defender #2: [DIR: 2; POS: 96,37]; Defender #3: [DIR: 0; POS: 96,22]; 
[Tick #938] Attacker: [DIR: 3; POS: 104,4]; Defender #0: [DIR: 3; POS: 98,32]; Defender #1: [DIR: 1; POS: 95,4]; Defender #2: [DIR: 2; POS: 96,38]; Defender #3: [DIR: 0; POS: 96,21]; 
[Tick #939] Attacker: [DIR: 1; POS: 103,4]; Defender #0: [DIR: 3; POS: 97,32]; Defender #1: [DIR: 1; POS: 96,4]; Defender #2: [DIR: 2; POS: 96,39]; Defender #3: [DIR: 0; POS: 96,20]; 
[Tick #940] Attacker: [DIR: 2; POS: 104,4]; Defender #0: [DIR: 0; POS: 96,32]; Defender #1: [DIR: 1; POS: 97,4]; Defender #2: [DIR: 2; POS: 96,40]; Defender #3: [DIR: 0; POS: 96,19]; 
[Tick #941] Attacker: [DIR: 2; POS: 104,5]; Defender #0: [DIR: 0; POS: 96,31]; Defender #1: [DIR: 1; POS: 98,4]; Defender #2: [DIR: 2; POS: 96,41]; Defender #3: [DIR: 0; POS: 96,18]; 
[Tick #942] Attacker: [DIR: 2; POS: 104,6]; Defender #0: [DIR: 0; POS: 96,30]; Defender #1: [DIR: 1; POS: 99,4]; Defender #2: [DIR: 2; POS: 96,42]; Defender #3: [DIR: 0; POS: 96,17]; 
[Tick #943] Attacker: [DIR: 2; POS: 104,7]; Defender #0: [DIR: 0; POS: 96,29]; Defender #1: [DIR: 1; POS: 100,4]; Defender #2: [DIR: 2; POS: 96,43]; Defender #3: [DIR: 1; POS: 96,16]; 
[Tick #944] Attacker: [DIR: 0; POS: 104,8]; Defender #0: [DIR: 2; POS: 96,30]; Defender #1: [DIR: 3; POS: 99,4]; Defender #2: [DIR: 0; POS: 96,42]; Defender #3: [DIR: 2; POS: 96,17]; 
[Tick #945] Attacker: [DIR: 0; POS: 104,7]; Defender #0: [DIR: 2; POS: 96,31]; Defender #1: [DIR: 3; POS: 98,4]; Defender #2: [DIR: 0; POS: 96,41]; Defender #3: [DIR: 2; POS: 96,18]; 
[Tick #946] Attacker: [DIR: 0; POS: 104,6]; Defender #0: [DIR: 2; POS: 96,31]; Defender #1: [DIR: 3; POS: 98,4]; Defender #2: [DIR: 0; POS: 96,41]; Defender #3: [DIR: 2; POS: 96,18]; 
[Tick #947] Attacker: [DIR: 0; POS: 104,5]; Defender #0: [DIR: 1; POS: 96,32]; Defender #1: [DIR: 3; POS: 97,4]; Defender #2: [DIR: 0; POS: 96,40]; Defender #3: [DIR: 2; POS: 96,19]; 
[Tick #948] Attacker: [DIR: 3; POS: 104,4]; Defender #0: [DIR: 1; POS: 96,32]; Defender #1: [DIR: 3; POS: 97,4]; Defender #2: [DIR: 0; POS: 96,40]; Defender #3: [DIR: 2; POS: 96,19]; 
[Tick #949] Attacker: [DIR: 3; POS: 103,4]; Defender #0: [DIR: 1; POS: 97,32]; Defender #1: [DIR: 3; POS: 96,4]; Defender #2: [DIR: 0; POS: 96,39]; Defender #3: [DIR: 2; POS: 96,20]; 
[Tick #950] Attacker: [DIR: 3; POS: 102,4]; Defender #0: [DIR: 1; POS: 97,32]; Defender #1: [DIR: 3; POS: 96,4]; Defender #2: [DIR: 0; POS: 96,39]; Defender #3: [DIR: 2; POS: 96,20]; 
[Tick #951] Attacker: [DIR: 3; POS: 101,4]; Defender #0: [DIR: 1; POS: 98,32]; Defender #1: [DIR: 3; POS: 95,4]; Defender #2: [DIR: 0; POS: 96,38]; Defender #3: [DIR: 2; POS: 96,21]; 
[Tick #952] Attacker: [DIR: 3; POS: 100,4]; Defender #0: [DIR: 1; POS: 98,32]; Defender #1: [DIR: 3; POS: 95,4]; Defender #2: [DIR: 0; POS: 96,38]; Defender #3: [DIR: 2; POS: 96,21]; 
[Tick #953] Attacker: [DIR: 3; POS: 99,4]; Defender #0: [DIR: 1; POS: 99,32]; Defender #1: [DIR: 3; POS: 94,4]; Defender #2: [DIR: 0; POS: 96,37]; Defender #3: [DIR: 2; POS: 96,22]; 
[Tick #954] Attacker: [DIR: 3; POS: 98,4]; Defender #0: [DIR: 1; POS: 99,32]; Defender #1: [DIR: 3; POS: 94,4]; Defender #2: [DIR: 0; POS: 96,37]; Defender #3: [DIR: 2; POS: 96,22]; 
[Tick #955] Attacker: [DIR: 3; POS: 97,4]; Defender #0: [DIR: 1; POS: 100,32]; Defender #1: [DIR: 3; POS: 93,4]; Defender #2: [DIR: 0; POS: 96,36]; Defender #3: [DIR: 2; POS: 96,23]; 
[Tick #956] Attacker: [DIR: 3; POS: 96,4]; Defender #0: [DIR: 1; POS: 100,32]; Defender #1: [DIR: 3; POS: 93,4]; Defender #2: [DIR: 0; POS: 96,36]; Defender #3: [DIR: 2; POS: 96,23]; 
[Tick #957] Attacker: [DIR: 3; POS: 95,4]; Defender #0: [DIR: 1; POS: 101,32]; Defender #1: [DIR: 3; POS: 92,4]; Defender #2: [DIR: 0; POS: 96,35]; Defender #3: [DIR: 2; POS: 96,24]; 
[Tick #958] Attacker: [DIR: 1; POS: 94,4]; Defender #0: [DIR: 1; POS: 101,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 96,35]; Defender #3: [DIR: 2; POS: 96,24]; 
[Tick #959] Attacker: [DIR: 1; POS: 95,4]; Defender #0: [DIR: 1; POS: 102,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 96,34]; Defender #3: [DIR: 2; POS: 96,25]; 
[Tick #960] Attacker: [DIR: 1; POS: 96,4]; Defender #0: [DIR: 1; POS: 102,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 96,34]; Defender #3: [DIR: 2; POS: 96,25]; 
[Tick #961] Attacker: [DIR: 1; POS: 97,4]; Defender #0: [DIR: 1; POS: 103,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 96,33]; Defender #3: [DIR: 2; POS: 96,26]; 
[Tick #962] Attacker: [DIR: 1; POS: 98,4]; Defender #0: [DIR: 1; POS: 103,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 96,33]; Defender #3: [DIR: 2; POS: 96,26]; 
[Tick #963] Attacker: [DIR: 1; POS: 99,4]; Defender #0: [DIR: 1; POS: 104,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 96,32]; Defender #3: [DIR: 2; POS: 96,27]; 
[Tick #964] Attacker: [DIR: 1; POS: 100,4]; Defender #0: [DIR: 1; POS: 104,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 96,32]; Defender #3: [DIR: 2; POS: 96,27]; 
[Tick #965] Attacker: [DIR: 1; POS: 101,4]; Defender #0: [DIR: 1; POS: 105,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 97,32]; Defender #3: [DIR: 2; POS: 96,28]; 
[Tick #966] Attacker: [DIR: 1; POS: 102,4]; Defender #0: [DIR: 1; POS: 105,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 97,32]; Defender #3: [DIR: 2; POS: 96,28]; 
[Tick #967] Attacker: [DIR: 1; POS: 103,4]; Defender #0: [DIR: 1; POS: 106,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 98,32]; Defender #3: [DIR: 2; POS: 96,29]; 
[Tick #968] Attacker: [DIR: 2; POS: 104,4]; Defender #0: [DIR: 1; POS: 106,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 98,32]; Defender #3: [DIR: 2; POS: 96,29]; 
[Tick #969] Attacker: [DIR: 2; POS: 104,5]; Defender #0: [DIR: 1; POS: 107,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 99,32]; Defender #3: [DIR: 2; POS: 96,30]; 
[Tick #970] Attacker: [DIR: 2; POS: 104,6]; Defender #0: [DIR: 1; POS: 107,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 99,32]; Defender #3: [DIR: 2; POS: 96,30]; 
[Tick #971] Attacker: [DIR: 2; POS: 104,7]; Defender #0: [DIR: 1; POS: 108,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 100,32]; Defender #3: [DIR: 2; POS: 96,31]; 
[Tick #972] Attacker: [DIR: 2; POS: 104,8]; Defender #0: [DIR: 1; POS: 108,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 100,32]; Defender #3: [DIR: 2; POS: 96,31]; 
[Tick #973] Attacker: [DIR: 2; POS: 104,9]; Defender #0: [DIR: 1; POS: 0,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 101,32]; Defender #3: [DIR: 2; POS: 96,32]; 
[Tick #974] Attacker: [DIR: 2; POS: 104,10]; Defender #0: [DIR: 1; POS: 0,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 101,32]; Defender #3: [DIR: 2; POS: 96,32]; 
[Tick #975] Attacker: [DIR: 2; POS: 104,11]; Defender #0: [DIR: 1; POS: 1,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 102,32]; Defender #3: [DIR: 2; POS: 96,33]; 
[Tick #976] Attacker: [DIR: 2; POS: 104,12]; Defender #0: [DIR: 1; POS: 1,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 102,32]; Defender #3: [DIR: 2; POS: 96,33]; 
[Tick #977] Attacker: [DIR: 2; POS: 104,13]; Defender #0: [DIR: 1; POS: 2,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 103,32]; Defender #3: [DIR: 2; POS: 96,34]; 
[Tick #978] Attacker: [DIR: 2; POS: 104,14]; Defender #0: [DIR: 1; POS: 2,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 103,32]; Defender #3: [DIR: 2; POS: 96,34]; 
[Tick #979] Attacker: [DIR: 2; POS: 104,15]; Defender #0: [DIR: 1; POS: 3,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 104,32]; Defender #3: [DIR: 2; POS: 96,35]; 
[Tick #980] Attacker: [DIR: 3; POS: 104,16]; Defender #0: [DIR: 1; POS: 3,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 104,32]; Defender #3: [DIR: 2; POS: 96,35]; 
[Tick #981] Attacker: [DIR: 3; POS: 103,16]; Defender #0: [DIR: 1; POS: 4,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 105,32]; Defender #3: [DIR: 2; POS: 96,36]; 
[Tick #982] Attacker: [DIR: 3; POS: 102,16]; Defender #0: [DIR: 1; POS: 4,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 105,32]; Defender #3: [DIR: 2; POS: 96,36]; 
[Tick #983] Attacker: [DIR: 3; POS: 101,16]; Defender #0: [DIR: 1; POS: 5,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 106,32]; Defender #3: [DIR: 2; POS: 96,37]; 
[Tick #984] Attacker: [DIR: 3; POS: 100,16]; Defender #0: [DIR: 1; POS: 5,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 106,32]; Defender #3: [DIR: 2; POS: 96,37]; 
[Tick #985] Attacker: [DIR: 3; POS: 99,16]; Defender #0: [DIR: 1; POS: 6,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 107,32]; Defender #3: [DIR: 2; POS: 96,38]; 
[Tick #986] Attacker: [DIR: 3; POS: 98,16]; Defender #0: [DIR: 1; POS: 6,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 107,32]; Defender #3: [DIR: 2; POS: 96,38]; 
[Tick #987] Attacker: [DIR: 3; POS: 97,16]; Defender #0: [DIR: 1; POS: 7,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 108,32]; Defender #3: [DIR: 2; POS: 96,39]; 
[Tick #988] Attacker: [DIR: 3; POS: 96,16]; Defender #0: [DIR: 1; POS: 7,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 108,32]; Defender #3: [DIR: 2; POS: 96,39]; 
[Tick #989] Attacker: [DIR: 3; POS: 95,16]; Defender #0: [DIR: 1; POS: 8,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 0,32]; Defender #3: [DIR: 2; POS: 96,40]; 
[Tick #990] Attacker: [DIR: 3; POS: 94,16]; Defender #0: [DIR: 1; POS: 8,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 0,32]; Defender #3: [DIR: 2; POS: 96,40]; 
[Tick #991] Attacker: [DIR: 3; POS: 93,16]; Defender #0: [DIR: 1; POS: 9,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 1,32]; Defender #3: [DIR: 2; POS: 96,41]; 
[Tick #992] Attacker: [DIR: 3; POS: 92,16]; Defender #0: [DIR: 1; POS: 9,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 1,32]; Defender #3: [DIR: 2; POS: 96,41]; 
[Tick #993] Attacker: [DIR: 3; POS: 91,16]; Defender #0: [DIR: 1; POS: 10,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 2,32]; Defender #3: [DIR: 2; POS: 96,42]; 
[Tick #994] Attacker: [DIR: 3; POS: 90,16]; Defender #0: [DIR: 1; POS: 10,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 2,32]; Defender #3: [DIR: 2; POS: 96,42]; 
[Tick #995] Attacker: [DIR: 3; POS: 89,16]; Defender #0: [DIR: 1; POS: 11,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 3,32]; Defender #3: [DIR: 2; POS: 96,43]; 
[Tick #996] Attacker: [DIR: 3; POS: 88,16]; Defender #0: [DIR: 1; POS: 11,32]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 3,32]; Defender #3: [DIR: 2; POS: 96,43]; 
[Tick #997] Attacker: [DIR: 1; POS: 87,16]; Defender #0: [DIR: 0; POS: 12,32]; Defender #1: [DIR: 1; POS: 54,44]; Defender #2: [DIR: 1; POS: 4,32]; Defender #3: [DIR: 2; POS: 96,44]; 
[Tick #998] Attacker: [DIR: 1; POS: 88,16]; Defender #0: [DIR: 0; POS: 12,32]; Defender #1: [DIR: 1; POS: 55,44]; Defender #2: [DIR: 1; POS: 4,32]; Defender #3: [DIR: 2; POS: 96,44]; 
[Tick #999] Attacker: [DIR: 1; POS: 89,16]; Defender #0: [DIR: 0; POS: 12,31]; Defender #1: [DIR: 1; POS: 56,44]; Defender #2: [DIR: 1; POS: 5,32]; Defender #3: [DIR: 2; POS: 96,45]; 
[Tick #1000] Attacker: [DIR: 1; POS: 90,16]; Defender #0: [DIR: 0; POS: 12,31]; Defender #1: [DIR: 1; POS: 57,44]; Defender #2: [DIR: 1; POS: 5,32]; Defender #3: [DIR: 2; POS: 96,45]; 
[Tick #1001] Attacker: [DIR: 1; POS: 91,16]; Defender #0: [DIR: 0; POS: 12,30]; Defender #1: [DIR: 1; POS: 58,44]; Defender #2: [DIR: 1; POS: 6,32]; Defender #3: [DIR: 2; POS: 96,46]; 
[Tick #1002] Attacker: [DIR: 1; POS: 92,16]; Defender #0: [DIR: 0; POS: 12,30]; Defender #1: [DIR: 1; POS: 59,44]; Defender #2: [DIR: 1; POS: 6,32]; Defender #3: [DIR: 2; POS: 96,46]; 
